,FrameName,frameDefinitions,frameExamples,role,roleExamples
0,Evading,"An Evader moves under its own power to thereby avoid Capture  or contact with a Pursuer, also generally moving under its own power.",I <t>gave</t> my handler <t>the</t> <t>slip</t>.,Time,Smithers got away <fex>at the stroke of midnight</fex>.
0,Name_conferral,This  frame contains words that talk about how Speakers name Entities.,They drove through an area <t>nicknamed</t> Sniper's Alley,Entity,
0,Name_conferral,This  frame contains words that talk about how Speakers name Entities.,They drove through an area <t>nicknamed</t> Sniper's Alley,Name,
0,Name_conferral,This  frame contains words that talk about how Speakers name Entities.,They drove through an area <t>nicknamed</t> Sniper's Alley,Speaker,
0,Name_conferral,This  frame contains words that talk about how Speakers name Entities.,They drove through an area <t>nicknamed</t> Sniper's Alley,Time,
0,Name_conferral,This  frame contains words that talk about how Speakers name Entities.,They drove through an area <t>nicknamed</t> Sniper's Alley,Place,
0,Conduct,An Agent acts in a certain Manner either generally or under some particular Circumstances., He pledges to  <t>conduct</t> himself  with honesty and humility.,Agent,<fex>Douglas Hurd</fex> carried himself well 
0,Conduct,An Agent acts in a certain Manner either generally or under some particular Circumstances., He pledges to  <t>conduct</t> himself  with honesty and humility.,Manner," They stood together and posed for the pass, Alleyne relaxed and smiling , a tall , angular man who carried himself <fex>with natural elegance</fex> ."
0,Conduct,An Agent acts in a certain Manner either generally or under some particular Circumstances., He pledges to  <t>conduct</t> himself  with honesty and humility.,Time, She knew that she had behaved badly <fex>last night</fex>
0,Conduct,An Agent acts in a certain Manner either generally or under some particular Circumstances., He pledges to  <t>conduct</t> himself  with honesty and humility.,Place,"Sometimes an offender may be placed at a Probation hostel because they have committed
a serious offence or have behaved badly <fex>at an independent hostel</fex>"
0,Being_in_operation,A Device or machine is in (or out of) service.,The TV is <t>on</t>,Device,<fex>Lights</fex> were on in the primary school 
0,Being_in_operation,A Device or machine is in (or out of) service.,The TV is <t>on</t>,Time,I do n't want to turn round cos the lights are on <fex>at the moment</fex> 
0,Being_in_operation,A Device or machine is in (or out of) service.,The TV is <t>on</t>,Place, Lights were on <fex>on the Kingston road bridge</fex>.
0,Self_control,An Agent actively (yet not always with success) attempts to keep themselves from participating in an Event.,He couldn't <t>help</t> but peek.,Agent,
0,Self_control,An Agent actively (yet not always with success) attempts to keep themselves from participating in an Event.,He couldn't <t>help</t> but peek.,Event,
0,Self_control,An Agent actively (yet not always with success) attempts to keep themselves from participating in an Event.,He couldn't <t>help</t> but peek.,Time,
0,Self_control,An Agent actively (yet not always with success) attempts to keep themselves from participating in an Event.,He couldn't <t>help</t> but peek.,Place,
0,Rest,One Part of a larger,"The lenses , like the <t><fex name='Rest'>rest</fex></t> of the exoskeleton, are made of calcite.",Part,the GP had stipulated counselling as a complement <fex>to medication</fex>
0,Rest,One Part of a larger,"The lenses , like the <t><fex name='Rest'>rest</fex></t> of the exoskeleton, are made of calcite.",Rest,You should try to persuade the <fex>rest</fex> of the family to do so whatever their personal opinions
0,Rest,One Part of a larger,"The lenses , like the <t><fex name='Rest'>rest</fex></t> of the exoskeleton, are made of calcite.",Whole,
0,Fugitive,A Fugitive avoids recapture by or on the authority of Authorities in relation to a Crime which the Fugitive has committed or is suspected of having committed.,He is in fact a <t>fugitive</t> of the law and you must inform the police if you see him.,Fugitive,Only two years earlier <fex>she</fex> had been on the lam from charges of embezzlement.
0,Fugitive,A Fugitive avoids recapture by or on the authority of Authorities in relation to a Crime which the Fugitive has committed or is suspected of having committed.,He is in fact a <t>fugitive</t> of the law and you must inform the police if you see him.,Time,He was a fugitive <fex>in the early 1990s</fex>.
0,Fugitive,A Fugitive avoids recapture by or on the authority of Authorities in relation to a Crime which the Fugitive has committed or is suspected of having committed.,He is in fact a <t>fugitive</t> of the law and you must inform the police if you see him.,Place,"Sloan, on the lam <fex>in Michigan</fex> for the last five months, is due to appear in court this Monday."
0,Grinding,In this frame a Grinder or Grinding_cause causes a Patient to be broken into smaller pieces.,Bill <t>ground</t> the coffee beans into a fine powder.,Grinding_cause, <fex>The wind</fex> ground the leaves into a fine powder. 
0,Grinding,In this frame a Grinder or Grinding_cause causes a Patient to be broken into smaller pieces.,Bill <t>ground</t> the coffee beans into a fine powder.,Grinder,
0,Grinding,In this frame a Grinder or Grinding_cause causes a Patient to be broken into smaller pieces.,Bill <t>ground</t> the coffee beans into a fine powder.,Patient,
0,Grinding,In this frame a Grinder or Grinding_cause causes a Patient to be broken into smaller pieces.,Bill <t>ground</t> the coffee beans into a fine powder.,Time,
0,Grinding,In this frame a Grinder or Grinding_cause causes a Patient to be broken into smaller pieces.,Bill <t>ground</t> the coffee beans into a fine powder.,Place,
0,Placing,"Generally without overall (translational) motion,  an Agent places a Theme at a location, the Goal, which is profiled.",David <t>placed</t> his briefcase on the floor.,Agent,<fex>The waiter</fex> placed the food on the table.
0,Placing,"Generally without overall (translational) motion,  an Agent places a Theme at a location, the Goal, which is profiled.",David <t>placed</t> his briefcase on the floor.,Theme,The waiter placed <fex>the food</fex> on the table.
0,Placing,"Generally without overall (translational) motion,  an Agent places a Theme at a location, the Goal, which is profiled.",David <t>placed</t> his briefcase on the floor.,Goal,The waiter placed the food <fex>on the table</fex>.
0,Placing,"Generally without overall (translational) motion,  an Agent places a Theme at a location, the Goal, which is profiled.",David <t>placed</t> his briefcase on the floor.,Cause,"Grass , which is sown with clover , provides rich pasture for cattle in summer and the clover is <fex>another plant which</fex> puts nitrogen into the soil ."
0,Placing,"Generally without overall (translational) motion,  an Agent places a Theme at a location, the Goal, which is profiled.",David <t>placed</t> his briefcase on the floor.,Time,Smithers had placed the table there <fex>the night before</fex>.
0,Placing,"Generally without overall (translational) motion,  an Agent places a Theme at a location, the Goal, which is profiled.",David <t>placed</t> his briefcase on the floor.,Place,
0,Identity_scenario,An Instance of some Type is conceived of as having a distinct Identity.,,Type,Smithers works in a different <fex>office</fex> now
0,Identity_scenario,An Instance of some Type is conceived of as having a distinct Identity.,,Instance,
0,Clothing,"This frame refers to clothing and its characteristics,  including anything that people conventionally wear.","Claudia dressed in a dark green cotton <t>DRESS</t> clasped round her slender waist with a broad yellow belt , drank a cup of coffee and opened her neglected post .",Garment,Mike wore a new leather <fex>jacket</fex>.
0,Personal_success,A Person is in a state of prosperity and/or renown after some period of development or hardship in an Endeavor.,Framenet is enjoying huge <t>success</t>.,Person,<fex>He</fex> became a success at the age of 25.
